id,muin_city,attraction_site,coordinates,category,review,website,phone,address,created_at,updated_at
1227,,St. Andrew's Rectory National Historic Site,"50.150297799233634, -96.9997499142113",Historical landmark,4.6,https://www.pc.gc.ca/standrewsrectory?utm_source=gmb&utm_medium=standrews,12043396396,"374 River Rd, Saint Andrews, MB R1A 2Y1, Canada",27-Jul-22,27-Jul-22
1228,,St. Andrews United Church,"49.00818052230529, -97.20834432517945",Church,5,,,"121 Park St, Emerson, MB R0A 0L0, Canada",27-Jul-22,27-Jul-22
1229,,St. Boniface Cathedral,"49.8894017376995, -97.12138406372918",Cathedral,4.6,http://www.cathedralestboniface.ca/contact.php?lang=en,12042337304,"180 Av. de la Cathedrale, Winnipeg, MB R2H 0H7",27-Jul-22,27-Jul-22
1230,,St. Boniface Golf Club,"50.256681270059154, -97.11824933176236",Golf club,4.3,http://www.stbonifacegolfclub.com/,12042332497,"100 Rue Youville, Winnipeg, MB R2H 2S1, Canada",27-Jul-22,27-Jul-22
1231,,"St. Boniface Oblates Cemetery, Former Location.","50.61934608263116, -97.31223859925308",Cemetery,,,,"Winnipeg, MB R2H 0G7, Canada",27-Jul-22,27-Jul-22
1232,,St. Claude and Haywood Arena,"49.66217365306918, -98.34029721302228",Sports complex,4.8,,12043792102,"122 3 St, Saint Claude, MB R0G 1Z0",27-Jul-22,27-Jul-22
1233,,St. Claude Cenotaph,"49.656644320788125, -98.34506888506702",Memorial park,,,,"Tache St, Saint Claude, MB R0G 1Z0",27-Jul-22,27-Jul-22
1234,,St. Eustache Arena,"49.973131743529294, -97.78000672529197",Hockey rink,4.9,,,"10 Allarie St, Saint Eustache, MB R0H 1H0",27-Jul-22,27-Jul-22
1235,,St. Joseph de la Rivière aux Marais Campground,"49.136940855715046, -97.39002161295812",Campground,3.8,,12047372244,"116 Brias Blvd, Saint Joseph, MB R0G 2C0",27-Jul-22,27-Jul-22
1236,,St. Laurent Arena,"50.41270815593207, -97.94342544885534",Arena,3.5,http://www.stlaurentminorhockey.com/,,"464 St Veterans Memorial, Saint Laurent, MB R0C 2S0",27-Jul-22,27-Jul-22
1237,,St. Malo Provincial Park Campground Office,"49.8073401531351, -96.88941627945206",Campground,4.2,,,"De La Grotte Ave, Saint Malo, MB R0A 1T0, Canada",27-Jul-22,27-Jul-22
1238,,St. Mary’s Roman Catholic Cemetery / Chapel and Winter Vault,"50.05375709012464, -97.08843955162513",Cemetery,,,,"520 Osborne St, Winnipeg, MB R3L 2A8, Canada",27-Jul-22,27-Jul-22
1239,,St. Nicholas Sapton Cemetery,"50.09958603230604, -96.75335654827666",Cemetery,,,,"Sapton Rd 69N, Sapton, MB R0E 0R0, Canada",27-Jul-22,27-Jul-22
1240,,St. Nicholas Ukrainian Orthodox Cemetery,"50.6426373347987, -97.15435751949693",Cemetery,,,,"Winnipeg, MB R3C 3X2, Canada",27-Jul-22,27-Jul-22
1241,,St. Paul's Anglican Church,"51.14748757654539, -100.05559578845184",Church,4,,12046388141,"404 1 St SW, Dauphin, MB R7N 1N3, Canada",27-Jul-22,27-Jul-22
1242,,"St. Peter, Dynevor Old Stone Church","50.20970510082522, -96.84182364351031",Anglican church,4.6,http://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=6940&pid=0,12044823319,"River, 8 Stone Church Rd Lot 212, East Selkirk, MB, Canada",27-Jul-22,27-Jul-22
1243,,St. Viator's Roman Catholic Church,"51.13992066067916, -100.05082795111602",Catholic church,4.5,https://www.stviator.ca/,12046384892,"307 Whitmore Ave E, Dauphin, MB R7N 2V1, Canada",27-Jul-22,27-Jul-22
1244,,St. Vital Centennial Arena,"49.85735338637862, -97.08781243823996",Arena,4.3,http://www.winnipeg.ca/cms/recreation/facilities/arenas/stvital.stm,12042573833,"580 St Anne's Rd, Winnipeg, MB R2M 3G4, Canada",27-Jul-22,27-Jul-22
1245,,St. Vital Park,"49.837598577713436, -97.13597537124345",Park,4.5,https://winnipeg.ca/publicworks/parks/st-vital.stm,18773114974,"190 River Rd, Winnipeg, MB R2M 5C4, Canada",27-Jul-22,27-Jul-22
1246,,St.Vital Cemetery,"50.54806769699899, -97.25349661485545",Cemetery,4.4,,,"236 River Rd, Winnipeg, MB R2M 5G6, Canada",27-Jul-22,27-Jul-22
1247,,Stacey Gabriel Photography,"49.81955965325198, -99.97786551808768",Photographer,5,http://www.staceygabriel.com/,12047214211,"11 Derlago Dr, Brandon, MB R7B 4J5, Canada",27-Jul-22,27-Jul-22
1248,,Stanley Centennial Park,"49.14758838319051, -98.19522392243621",Park,,,,"32126 Rd 10 N, Thornhill, MB R0G 2T0",27-Jul-22,27-Jul-22
1249,,Stanley Park,"49.846520831959474, -99.9577275472612",Park,4.3,,,"Stanley Park, Brandon, MB, Canada",27-Jul-22,27-Jul-22
1250,,Star Motel,"49.20529664150446, -98.08890939729486",Motel,2.9,,12048224494,"212 1 St, Morden, MB R6M 1P4, Canada",27-Jul-22,27-Jul-22
1251,,Star Mound Museum,"49.059716149227455, -98.72488558304597",Museum,4,,,"Rd 4 N, MB, R0G 2K0",27-Jul-22,27-Jul-22
1252,,Starbuck Sports Centre,"49.77461907730916, -97.62459169549079",Arena,3.8,http://starbuckrecreation.com/,12047352463,"60 Arena Blvd, Starbuck, MB R0G 2P0",27-Jul-22,27-Jul-22
1253,,Stardust Drive In Theatre,"50.03091908409332, -98.18213582341923",Drive-in movie theater,4.8,http://stardustmorden.com/,12048225638,"3020 Thornhill St, Morden, MB R0G 2T0, Canada",27-Jul-22,27-Jul-22
1254,,St-Boniface Cathedral Cemetery,"49.976100605391245, -97.12689169955036",Cemetery,4.3,https://www.cathedralestboniface.ca/main.php?p=36,,"Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
1255,,Ste Rose Curling Rink,"51.57682369557986, -99.68864766692018",Sports complex,4,,12044473201,"555 1st St S, Ste Rose du Lac, MB R0L 1S0, Canada",27-Jul-22,27-Jul-22
1256,,Steep Rock Beach Park,"51.79471268486637, -98.90086367706627",Park,4.4,https://www.steeprockbeach.ca/,12044492221,"NW 2-29-10W, Steep Rock, MB R0C 2Y0, Canada",27-Jul-22,27-Jul-22
1257,,Steeprock River Fishing Trek,"52.74492177476063, -101.13360875799295",Hiking area,,,,"Mafeking, MB R0L 1B0, Canada",27-Jul-22,27-Jul-22
1258,,Steinbach Arts Council,"49.52454980376947, -96.68752097796505",Art gallery,4.2,http://www.steinbachartscouncil.ca/,12043461077,"304 2 St, Steinbach, MB R5G 0T7, Canada",27-Jul-22,27-Jul-22
1259,,Steinbach Bible College,"49.75761609044288, -96.65065070308401",Religious school,4.7,http://sbcollege.ca/,12043266451,"50 MB-12, Steinbach, MB R5G 1T4, Canada",27-Jul-22,27-Jul-22
1260,,Steinbach CMC,"49.72211602818125, -96.60670539116853",Church,4.6,http://www.steinbachcmc.com/,12043466322,"479 Hanover St, Steinbach, MB R5G 0H2, Canada",27-Jul-22,27-Jul-22
1261,,Steinbach Evangelical Mennonite Church,"49.77890366174386, -96.7275549989361",Mennonite church,4.6,https://semconline.com/,12043266572,"422 Main St, Steinbach, MB R5G 1Z5, Canada",27-Jul-22,27-Jul-22
1262,,Steinbach Family Resource Centre,"49.590539898276774, -96.68635626901536",Community health centre,5,http://www.steinbachfrc.ca/,12043460413,"101 N Front Dr, Steinbach, MB R5G 1X3, Canada",27-Jul-22,27-Jul-22
1263,,Steinbach Fly-In Golf Club,"49.73405912030029, -96.64583724518968",Public golf course,4.4,http://www.steinbachgolfclub.com/,12043204653,"350 Park Rd E, Steinbach, MB R5G 1V4, Canada",27-Jul-22,27-Jul-22
1264,,Stephenfield Lake Dam,"49.52485407375012, -98.28128555111508",Park,4.3,,,"Lake, Stephenfield, MB",27-Jul-22,27-Jul-22
1265,,Stephenfield Lake Resort Inc,"50.29428341340762, -98.30788663991265",Campground,5,http://stephenfieldlakeresort.com/,12048283555,"34084 Road 37w, Stephenfield, MB R0G 2R0, Canada",27-Jul-22,27-Jul-22
1266,,Stephenfield Provincial Park,"49.522605096259355, -98.29861422731922",State park,4.3,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/stephenfield.html,12049457273,"MB-245, Manitou, MB R0G 1G0",27-Jul-22,27-Jul-22
1267,,Steppler Park,"49.197466351805325, -98.10459532647141",Dog park,,http://mymorden.ca/,,"350 9 St, Morden, MB R6M 1M3, Canada",27-Jul-22,27-Jul-22
1268,,Stone Age Sports,"49.18774138363267, -98.11362965610151",Sports complex,5,http://stoneagesports.net/,,"195 Mountain St S #4, Morden, MB R6M 1R8, Canada",27-Jul-22,27-Jul-22
1269,,Stonewall Cemetery,"50.21923930268565, -97.2916866192299",Cemetery,,http://www.stonewall.ca/p/cemetery,,"Stonewall, MB R0C 2Z0, Canada",27-Jul-22,27-Jul-22
1270,,Stonewall Curling Club,"50.12896783623128, -97.32535522209669",Curling club,4.2,https://www.stonewallcurling.com/,12044675542,"500 Main St, Stonewall, MB R0C 2Z0",27-Jul-22,27-Jul-22
1271,,Stonewall Ice Palace,"50.17988151604856, -97.33491257686067",Arena,4.2,,,"450 3 Ave S #420, Stonewall, MB R0C 2Z0, Canada",27-Jul-22,27-Jul-22
1272,,Stonewall Quarry Park,"50.14116856221166, -97.32542064825107",Park,4.5,http://www.stonewallquarrypark.ca/,12044677980,"166 Main St, Stonewall, MB R0C 2Z0",27-Jul-22,27-Jul-22
1273,,Stony Brook Fellowship,"49.9559366634657, -96.51881476733757",Church,4.5,http://stonybrookfellowship.com/,12043469129,"65 Campus Dr, Steinbach, MB R5G 0S3, Canada",27-Jul-22,27-Jul-22
1274,,Stony Mountain Quarry,"50.2240342573415, -97.19695679562027",Hiking area,4.8,,,"31 Dufferin Dr, Stony Mountain, MB R0C 3A0, Canada",27-Jul-22,27-Jul-22
1275,,Stony Mountain Recreation Ctr,"50.51101944752363, -97.25571996708383",Community center,4.3,http://www.stonyrec.ca/,12043445252,"117 School Rd, Stony Mountain, MB R0C 3A0, Canada",27-Jul-22,27-Jul-22
1276,,Stony Mountain Ski Area,"50.11798679160076, -97.20571706151561",Ski resort,4.3,https://www.skistony.com/,12043445977,"11016 E Sellars Hill Road, Stony Mountain, MB R0C 3A0, Canada",27-Jul-22,27-Jul-22
1277,,Stonyridge Campground,"50.42818967580992, -97.87253277094965",Park,4.8,http://www.stonyridgecampground.com/,12048030777,"Saint Laurent, MB R0C 2S0",27-Jul-22,27-Jul-22
1278,,Strand Theatre,"55.74405204225208, -97.85363770415562",Movie theater,4.1,https://www.cinemaclock.com/man/thompson/theatres/strand-theatre-thompson,12046778301,"111 Churchill Dr, Thompson, MB R8N 0L5, Canada",27-Jul-22,27-Jul-22
1279,,Stride Place,"49.96557651193856, -98.2941728200832",Recreation center,4.4,http://www.strideplace.ca/,12048577772,"245 Royal Rd S, Portage la Prairie, MB R1N 3C5",27-Jul-22,27-Jul-22
1280,,Stuart House,"50.185330922812334, -96.85886500306748",Heritage building,3,http://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=3312&pid=0,,"478 Eveline St, Selkirk, MB R1A 1P2, Canada",27-Jul-22,27-Jul-22
1281,,Sun & Snow Enterprises,"49.974742921477926, -98.2360916550916",Motorsports store,5,http://www.sunandsnow.org/,12048578960,"2965 E Saskatchewan Ave, Portage la Prairie, MB R1N 3Z9, Canada",27-Jul-22,27-Jul-22
1282,,Suncatch Park,"49.19107208752676, -98.10210623659017",Park,4,https://www.mymorden.ca/morden-parks,,"8 St, Morden, MB R6M 1T5, Canada",27-Jul-22,27-Jul-22
1283,,Sunnyside Golf Club,"51.11648684271817, -100.73292992481728",Public golf course,4,http://www.sunnysidegolf.ca/,12047282374,"2 miles west of Brandon on Richmond Avenue & 66th Street, Brandon, MB, Canada",27-Jul-22,27-Jul-22
1284,,Sunset Beach,"49.18881569716116, -97.76107338053458",Swimming lake,4.3,http://rmofrhineland.com/main.aspx?parentCode=2AA3ECE7-8A1F-4E99-9C65-B239F0847E6B&pageCode=E7192B4F-35DE-4035-8DD9-890E04E7A437#14,12048293419,"Plum Coulee, MB R0G 1R0",27-Jul-22,27-Jul-22
1285,,Sunset Oaks Family RV Park,"49.133202434734265, -96.8172512707241",Campground,4.8,http://www.sunsetoaksfamilyrvpark.com/,12044273272,"28098 Rd 9N, Roseau River, MB R0A 1P0, Canada",27-Jul-22,27-Jul-22
1286,,Super 8 by Wyndham Morden,"49.19366224068089, -98.14177893292543",2-star hotel,3.4,https://www.wyndhamhotels.com/super-8/morden-manitoba/super-8-morden/overview?CID=LC:SE::GGL:RIO:National:11753&iata=00093796,12048222003,"3010 Thornhill St, Morden, MB R6M 1A2, Canada",27-Jul-22,27-Jul-22
1287,,Super 8 by Wyndham Portage La Prairie MB,"49.97917076996168, -98.34312231334641",2-star hotel,3.9,https://www.wyndhamhotels.com/super-8/portage-la-prairie-manitoba/super-8-portage-la-prairie-mb/overview?CID=LC:SE::GGL:RIO:National:12667&iata=00093796,12048578883,"2668 Saskatchewan Ave W, Portage la Prairie, MB R1N 3B2, Canada",27-Jul-22,27-Jul-22
1288,,Supermarket,"49.07789137059422, -96.80884964412887",Convenience store,5,,,"25-7 Provincial Trunk Hwy 59, Tolstoi, MB R0A 2E0, Canada",27-Jul-22,27-Jul-22
1289,,Swan Lake,"49.36700952988533, -98.89857431105882",,,,,,27-Jul-22,27-Jul-22
1290,,Swan Lake Arena,"49.40898621222166, -98.79347164855263",Recreation center,3.8,http://www.swanlakearena.com/,12048362886,"6 Centennial Ave, Swan Lake, MB R0G 2S0",27-Jul-22,27-Jul-22
1291,,Swan Lake fountain Monument,"49.41146919101805, -98.7924505888836",Park,5,,,"12 Lorne Ave, Swan Lake, MB R0G 2S0",27-Jul-22,27-Jul-22
1292,,Swinging bridge,"49.19306353277379, -96.89382131419453",Hiking area,4.5,,12044272922,"13079 B 345, Saint Malo, MB R0A 1T0, Canada",27-Jul-22,27-Jul-22
1293,,t Peter's Dynevor Anglican Cemetery,"50.18693282177155, -96.84029289615735",Cemetery,5,http://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=6940&pid=0,12044823319,"8 Stone Church Rd Lot 212, East Selkirk, MB R0E 0M0, Canada",27-Jul-22,27-Jul-22
1294,,T.G. Smith Centre,"49.68993399464265, -96.68940833611721",Arena,4.2,http://www.steinbach.ca/experience-steinbach/arenas/,12043466208,"321 Elmdale St, Steinbach, MB R5G 0E8, Canada",27-Jul-22,27-Jul-22
1295,,Tavern United Portage la Prairie,"49.97373065683791, -98.33055776989052",    Sports bar,3.4,https://www.tavernunited.com/,12048579745,"2401 Saskatchewan Ave W, Portage la Prairie, MB R1N 3L5, Canada",27-Jul-22,27-Jul-22
1296,,Tegula Creek,"50.45601816371587, -96.95360637137071",Historical landmark,,,,"14 Rosedale Ave, Matlock, MB R0C 2B0, Canada",27-Jul-22,27-Jul-22
1297,,Tennis Courts,"49.84577615065794, -99.95764406579137",Tennis court,5,,,"Brandon, MB, Canada",27-Jul-22,27-Jul-22
1298,,Terra Bella Travel,"49.19277535602786, -97.95528709263276",Travel agency,4.8,http://www.terrabellatravel.ca/,12043624952,"24 Coulter Dr, Winkler, MB R6W 1K1, Canada",27-Jul-22,27-Jul-22
1299,,Terror on 12,"49.91061865606248, -96.648060044335",Haunted house,4.8,http://terroron12.ca/,12043718228,"58086 Hwy 12 Box 237, Anola, MB R0E 0A0, Canada",27-Jul-22,27-Jul-22
1300,,Terry Sawchuk Arena,"49.94050470675356, -97.06995965557977",Arena,3.9,http://winnipeg.ca/cms/recreation/facilities/arenas/terrysawchuk.stm,12049867208,"Terry Sawchuk Memorial Arena, 901 Kimberly Ave, Winnipeg, MB R2K 4B9, Canada",27-Jul-22,27-Jul-22
1301,,Tetrault Park,"49.53052308203799, -96.50021455838414",Park,4.5,,,"La Broquerie, MB R0A 0W0, Canada",27-Jul-22,27-Jul-22
1302,,Teulon Cross Country Ski Club,"50.34431363816202, -97.26331022152873",Sports club,5,http://www.skiteulon.ca/,,"91 Rd N, Gunton, MB R0C 1H0",27-Jul-22,27-Jul-22
1303,,Teulon Golf Club,"50.39701410061524, -97.25156783812966",Public golf course,4.5,https://www.teulongc.com/,12048864653,"94-089 MB-7, Teulon, MB R0C 3B0",27-Jul-22,27-Jul-22
1304,,Teulon Museum,"50.38187405177762, -97.25441838828144",Museum,,,,"173 7 Ave SE, Teulon, MB R0C 3B0",27-Jul-22,27-Jul-22
1305,,Teulon Rockwood Green Acres Campground,"50.37790559646953, -97.25851380299925",Campground,5,http://greenacresparkcampground.com/,12048860505,"Main St, Teulon, MB R0C 3B0",27-Jul-22,27-Jul-22
1306,,Teulon-Rockwood Arena,"50.380749509813306, -97.26273706382833",Arena,3.8,http://www.teulon.ca/p/teulon-rockwood-arena,12048860505,"28 8 Ave SE, Teulon, MB R0C 3B0",27-Jul-22,27-Jul-22
1307,,Teulon-Rockwood Green Acres Park,"50.381297342098414, -97.25997152928113",Park,4.3,https://www.greenacresparkcampground.com/,12048860505,"8 Ave SE, Teulon, MB R0C 3B0",27-Jul-22,27-Jul-22
1308,,Textured Turf Synthetic Putting Surfaces,"49.866371272152506, -97.25180051133532",Golf course,,,12048978193,"426 Chalfont Rd, Winnipeg, MB R3R 0R3, Canada",27-Jul-22,27-Jul-22
1309,,The “Old Mound” ,"49.22480643669608, -98.91239379505562",,,,,"Pilot Mound, MB",27-Jul-22,27-Jul-22
1310,,The Arborg & District Multicultural Heritage Village,"50.90326860514249, -97.2075781409019",Museum,4.5,http://www.arborgheritagevillage.ca/,12043765079,"MB-68, Arborg, MB R0C 0A0",27-Jul-22,27-Jul-22
1311,,The Backyard on Aberdeen,"49.826638507886685, -99.95641195290172",Event venue,4.8,http://thebackyardonaberdeen.ca/,12045200812,"1624 13 St Unit B, Brandon, MB R7A 4S8, Canada",27-Jul-22,27-Jul-22
1312,,The Big Bounce Park,"49.941830426773556, -97.21346857679123",Amusement park,4.6,https://www.thebigbouncepark.com/,14315884942,"1770 King Edward St, Winnipeg, MB R2R 0M5, Canada",27-Jul-22,27-Jul-22
1313,,The Bronze Boot Tavern,"50.22228775996381, -96.85424582116035",Bar,4.3,https://www.facebook.com/theboottavern/,12047852189,"692 Colville Rd, East Selkirk, MB R0E 0M0, Canada",27-Jul-22,27-Jul-22
1314,,The Dead End Hayride,"45.80483115160006, -92.94442786928667",Haunted house,4.6,http://www.thedeadendhayride.com/,,"28186 Kettle River Blvd N, Wyoming, MN 55092, United States",27-Jul-22,27-Jul-22
1315,,The Dock On Princess,"49.84758710452621, -99.95402133954248",Pub,4.4,https://www.thedockonprincess.com/,12047261234,"1133 Princess Ave, Brandon, MB R7A 0R1, Canada",27-Jul-22,27-Jul-22
1316,,The Edge Gallery & Urban Art Centre,"49.913460574542974, -97.14190093145122",Art gallery,4.5,https://edgevillage.com/,12049472992,"611 Main St, Winnipeg, MB R3B 1E1, Canada",27-Jul-22,27-Jul-22
1317,,The Flicks Cinema,"50.161193376217675, -97.32476547243445",Movie theater,4.5,https://flickscinema.com/,12044678401,"319 1 St E, Stonewall, MB R0C 2Z0, Canada",27-Jul-22,27-Jul-22
1318,,The Forks,"49.88954784669065, -97.12999855348866",Tourist attraction,4.7,,,"1 Forks Market Rd, Winnipeg MB R3C 4L9",27-Jul-22,27-Jul-22
1319,,The Forks Market,"49.90777130340631, -97.13383974351031",Market,4.6,http://www.theforks.com/,,"1 Forks Market Rd, Winnipeg, MB R3C 4L8, Canada",27-Jul-22,27-Jul-22
1320,,The Forks National Historic Site,"49.90356998957263, -97.12632242601708",Historical landmark,4.8,https://pc.gc.ca/forks?utm_source=gmb&utm_medium=forks,12049277874,"Forks Market Rd, Winnipeg, MB R3C 4S8, Canada",27-Jul-22,27-Jul-22
1321,,"The Fort Garry Hotel, Spa and Conference Centre","49.89498402535906, -97.13636473571222",3-star hotel,4.4,http://www.fortgarryhotel.com/,18888554599,"222 Broadway, Winnipeg, MB R3C 0R3, Canada",27-Jul-22,27-Jul-22
1322,,The Gaming Stadium,"51.42661445446124, -122.40136710400863",Sports club,4.9,https://thegamingstadium.com/,,"4211 No. 3 Rd, Richmond, BC V6X 2C3, Canada",27-Jul-22,27-Jul-22
1323,,The Garson Arena,"50.141411659675505, -96.69284631422248",Ice skating rink,4.1,http://www.garsonarena.com/,12042683312,"9 Thompson Ave, Garson, MB R0E 0R0, Canada",27-Jul-22,27-Jul-22
1324,,The Golf Dome,"49.852697325874296, -97.20063592036638",Indoor golf course,4.1,http://www.thegolfdome.ca/,12044897776,"1205 Wilkes Ave, Winnipeg, MB R3P 1B9, Canada",27-Jul-22,27-Jul-22
1325,,The Haunted House,"44.92195333172073, -79.39057459931435",Haunted house,2,http://falls.com/hauntedhouse,19053572200,"4943 Clifton Hill, Niagara Falls, ON L2G 3N4, Canada",27-Jul-22,27-Jul-22
1326,,The Hillcrest Museum,"49.82946237890023, -100.30631387780633",Museum,4.5,http://sourishillcrestmuseum.ca/,12044832008,"16 Crescent Ave W, Souris, MB R0K 2C0, Canada",27-Jul-22,27-Jul-22
1327,,The Historical Museum of St. James – Assiniboia,"49.889990129750714, -97.29501602324399",Museum,4.4,http://stjamesmuseum.com/,12048888706,"3180 Portage Ave, Winnipeg, MB R3K 0Y5, Canada",27-Jul-22,27-Jul-22
1328,,The Hundred Stairs,"54.77651003395463, -101.87112574734138",Historical landmark,4,https://www.cityofflinflon.ca/t/tourism/the-hundred-stairs-bomb-shelter,12046817542,"5 3 Ave E, Flin Flon, MB R8A 1H8, Canada",27-Jul-22,27-Jul-22
1329,,The Joe Brain Children's Petting Zoo,"54.781992937375456, -101.84638167104784",City government office,,,12046876910,"320-344 Green St, Flin Flon, MB R8A 0A1, Canada",27-Jul-22,27-Jul-22
1330,,The Kirstie Armstrong Memorial Park,"51.13396850243753, -95.63114624834894",Park,,,,"Bissett, MB R0E 0J0, Canada",27-Jul-22,27-Jul-22
1331,,The Lookout Seasonal RV Park,"49.55161871128368, -99.61525962368356",Campground,4.3,http://www.thelookoutrvpark.com/,12047617755,"General Delivery, Manhattan Beach, MB R0K 1R0, Canada",27-Jul-22,27-Jul-22
1332,,The Mallard Duck Park,"50.30380149737636, -96.9752661529382",Park,4.6,,,"8950, Provincial Trunk Hwy 9, Petersfield, MB R0C 2L0",27-Jul-22,27-Jul-22
1333,,The Manitoba Museum,"49.900041690853506, -97.13643963338059",Natural history museum,4.6,http://www.manitobamuseum.ca/,12049562830,"190 Rupert Ave, Winnipeg, MB R3B 0N2",27-Jul-22,27-Jul-22
1334,,The Merch,"50.48682148109535, -96.83564088917933",Live music venue,4.3,http://www.manitobamusic.com/themerch,12044829571,"383 Eveline St, Selkirk, MB R1A 1N4, Canada",27-Jul-22,27-Jul-22
1335,,The Miner Monument,"55.72599625067856, -97.8663295575523",Historical landmark,4.5,,,"108 Severn Crescent, Thompson, MB R8N 1M9",27-Jul-22,27-Jul-22
1336,,The Morden Corn & Apple Festival,"49.301239223217664, -98.09983268973777",Festival,4.5,http://cornandapple.com/,12048232676,"379 Stephen St #13, Morden, MB R6M 0G8, Canada",27-Jul-22,27-Jul-22
